                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1932.01       8.30       0.79       0.59      14.30    1932.04       3.68     135.15      12.92       9.66       9.31
    1932.02       8.23       0.77       0.58      14.10    1932.12       3.65     135.91      12.66       9.52       9.34
    1932.03       8.26       0.74       0.56      14.00    1932.21       3.62     137.38      12.31       9.31       9.41
    1932.04       6.28       0.71       0.54      13.90    1932.29       3.59     105.20      11.95       9.10       7.19
    1932.05       5.51       0.69       0.53      13.70    1932.37       3.56      93.65      11.67       8.95       6.39
    1932.06       4.77       0.66       0.51      13.60    1932.46       3.53      81.67      11.30       8.73       5.57
    1932.07       5.01       0.63       0.49      13.60    1932.54       3.50      85.78      10.84       8.45       5.84
    1932.08       7.53       0.61       0.48      13.50    1932.62       3.46     129.88      10.46       8.22       8.83
    1932.09       8.26       0.58       0.46      13.40    1932.71       3.43     143.53      10.08       7.99       9.76
     1932.1       7.12       0.55       0.44      13.30    1932.79       3.40     124.65       9.69       7.76       8.48
    1932.11       7.05       0.53       0.43      13.20    1932.87       3.37     124.36       9.29       7.53       8.46
    1932.12       6.82       0.50       0.41      13.10    1932.96       3.34     121.22       8.89       7.29       8.26
    1933.01       7.09       0.50       0.41      12.90    1933.04       3.31     127.98       8.93       7.45       8.73
    1933.02       6.25       0.49       0.42      12.70    1933.12       3.29     114.59       8.98       7.61       7.83
    1933.03       6.23       0.49       0.42      12.60    1933.21       3.28     115.13       8.96       7.72       7.87
    1933.04       6.89       0.48       0.42      12.60    1933.29       3.26     127.33       8.87       7.76       8.72
    1933.05       8.87       0.48       0.42      12.60    1933.37       3.25     163.92       8.78       7.81      11.25
    1933.06      10.39       0.47       0.43      12.70    1933.46       3.23     190.50       8.62       7.79      13.10
    1933.07      11.23       0.47       0.43      13.10    1933.54       3.22     199.61       8.27       7.60      13.75
    1933.08      10.67       0.46       0.43      13.20    1933.62       3.20     188.22       8.11       7.59      13.00
    1933.09      10.58       0.46       0.43      13.20    1933.71       3.18     186.63       8.03       7.63      12.92
     1933.1       9.55       0.45       0.44      13.20    1933.79       3.17     168.46       7.94       7.67      11.70
    1933.11       9.78       0.45       0.44      13.20    1933.87       3.15     172.52       7.85       7.72      12.01
    1933.12       9.97       0.44       0.44      13.20    1933.96       3.14     175.87       7.76       7.76      12.28
    1934.01      10.54       0.44       0.44      13.20    1934.04       3.12     185.93       7.78       7.84      13.03
    1934.02      11.32       0.44       0.45      13.30    1934.12       3.09     198.19       7.73       7.85      13.93
    1934.03      10.74       0.44       0.45      13.30    1934.21       3.07     188.03       7.75       7.92      13.25
    1934.04      10.92       0.44       0.46      13.30    1934.29       3.04     191.18       7.76       8.00      13.52
    1934.05       9.81       0.44       0.46      13.30    1934.37       3.01     171.75       7.78       8.07      12.18
    1934.06       9.94       0.45       0.47      13.40    1934.46       2.98     172.73       7.73       8.08      12.29
    1934.07       9.47       0.45       0.47      13.40    1934.54       2.96     164.56       7.75       8.15      11.74
    1934.08       9.10       0.45       0.47      13.40    1934.62       2.93     158.13       7.76       8.22      11.32
    1934.09       8.88       0.45       0.48      13.60    1934.71       2.90     152.04       7.66       8.18      10.91
     1934.1       8.95       0.45       0.48      13.50    1934.79       2.87     154.37       7.73       8.31      11.11
    1934.11       9.20       0.45       0.49      13.50    1934.87       2.85     158.68       7.75       8.38      11.45
    1934.12       9.26       0.45       0.49      13.40    1934.96       2.82     160.91       7.82       8.51      11.64
    1935.01       9.26       0.45       0.57      13.60    1935.04       2.79     158.54       7.70       9.76      11.50
    1935.02       8.98       0.45       0.65      13.70    1935.12       2.78     152.63       7.65      11.05      11.09
    1935.03       8.41       0.45       0.73      13.70    1935.21       2.77     142.94       7.65      12.41      10.40
    1935.04       9.04       0.45       0.76      13.80    1935.29       2.76     152.53       7.54      12.77      11.10
    1935.05       9.75       0.44       0.78      13.80    1935.37       2.74     164.51       7.48      13.22      11.99
    1935.06      10.12       0.44       0.81      13.70    1935.46       2.73     172.00       7.48      13.77      12.54
    1935.07      10.65       0.44       0.79      13.70    1935.54       2.72     181.01       7.48      13.48      13.20
    1935.08      11.37       0.44       0.78      13.70    1935.62       2.71     193.25       7.48      13.20      14.11
    1935.09      11.61       0.44       0.76      13.70    1935.71       2.70     197.33       7.48      12.92      14.42
     1935.1      11.92       0.45       0.76      13.70    1935.79       2.69     202.60       7.65      12.92      14.83
    1935.11      13.04       0.46       0.76      13.80    1935.87       2.67     220.03       7.76      12.82      16.13
    1935.12      13.04       0.47       0.76      13.80    1935.96       2.66     220.03       7.93      12.82      16.16
    1936.01      13.76       0.48       0.77      13.80    1936.04       2.65     232.18       8.10      12.99      17.09
    1936.02      14.55       0.49       0.78      13.80    1936.12       2.65     245.50       8.27      13.16      18.10
    1936.03      14.86       0.50       0.79      13.70    1936.21       2.66     252.57       8.50      13.43      18.66
    1936.04      14.88       0.52       0.82      13.70    1936.29       2.66     252.91       8.78      13.94      18.72
    1936.05      14.09       0.53       0.85      13.70    1936.37       2.66     239.48       9.06      14.45      17.75
    1936.06      14.69       0.55       0.88      13.80    1936.46       2.66     247.87       9.28      14.85      18.39
    1936.07      15.56       0.57       0.90      13.90    1936.54       2.67     260.66       9.55      15.08      19.36
    1936.08      15.87       0.59       0.92      14.00    1936.62       2.67     263.95       9.81      15.30      19.62
    1936.09      16.05       0.61       0.94      14.00    1936.71       2.67     266.95      10.15      15.63      19.86
     1936.1      16.89       0.65       0.97      14.00    1936.79       2.67     280.92      10.76      16.08      20.91
    1936.11      17.36       0.68       0.99      14.00    1936.87       2.68     288.73      11.37      16.52      21.50
    1936.12      17.06       0.72       1.02      14.00    1936.96       2.68     283.74      11.98      16.96      21.13
    1937.01      17.59       0.73       1.05      14.10    1937.04       2.68     290.48      12.06      17.34      21.62
    1937.02      18.11       0.74       1.08      14.10    1937.12       2.67     299.07      12.22      17.84      22.24
    1937.03      18.09       0.75       1.11      14.20    1937.21       2.66     296.64      12.30      18.20      22.04
    1937.04      17.01       0.78       1.13      14.30    1937.29       2.65     276.98      12.70      18.40      20.56
    1937.05      16.25       0.81       1.15      14.40    1937.37       2.64     262.76      13.10      18.60      19.47
    1937.06      15.64       0.84       1.17      14.40    1937.46       2.63     252.90      13.58      18.92      18.71
    1937.07      16.57       0.82       1.19      14.50    1937.54       2.62     266.09      13.11      19.06      19.65
    1937.08      16.74       0.79       1.20      14.50    1937.62       2.61     268.82      12.74      19.32      19.81
    1937.09      14.37       0.77       1.22      14.60    1937.71       2.60     229.18      12.28      19.46      16.85
     1937.1      12.28       0.78       1.19      14.60    1937.79       2.59     195.85      12.44      18.98      14.36
    1937.11      11.20       0.79       1.16      14.50    1937.87       2.58     179.86      12.69      18.63      13.16
    1937.12      11.02       0.80       1.13      14.40    1937.96       2.57     178.19      12.94      18.27      13.01
    1938.01      11.31       0.79       1.08      14.20    1938.04       2.56     185.46      13.01      17.66      13.51
    1938.02      11.04       0.79       1.02      14.10    1938.12       2.54     182.32      12.99      16.90      13.26
    1938.03      10.31       0.78       0.97      14.10    1938.21       2.53     170.26      12.88      16.02      12.38
